ref_area.label,time,obs_value,classif2.label,sex.label,classif1.label,,
Brunei Darussalam,2014,1651.35,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Brunei Darussalam,2014,4103.97,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Brunei Darussalam,2014,2742.9,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Brunei Darussalam,2014,2633.17,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Brunei Darussalam,2014,1547.72,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Brunei Darussalam,2014,644.05,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Brunei Darussalam,2014,547.8,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Brunei Darussalam,2014,673.28,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Brunei Darussalam,2014,734.36,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Brunei Darussalam,2014,481.82,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Bulgaria,2018,697.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Bulgaria,2018,1969.78,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Bulgaria,2018,1037.39,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Bulgaria,2018,825.57,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Bulgaria,2018,543.14,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Bulgaria,2018,401.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Bulgaria,2018,464.68,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Bulgaria,2018,554,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Bulgaria,2018,510.55,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Bulgaria,2018,378.39,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Burkina Faso,2018,192.68,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Burkina Faso,2018,284.21,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Burkina Faso,2018,314.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Burkina Faso,2018,232.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Burkina Faso,2018,206.56,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Burkina Faso,2018,129.58,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Burkina Faso,2018,98.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Burkina Faso,2018,124.48,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Burkina Faso,2018,156.48,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Burkina Faso,2018,81.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Cambodia,2016,183.56,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Cambodia,2016,269.79,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Cambodia,2016,261.31,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Cambodia,2016,239.37,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Cambodia,2016,250.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Cambodia,2016,174.91,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Cambodia,2016,120.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Cambodia,2016,184.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Cambodia,2016,200.26,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Cambodia,2016,125.69,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Cameroon,2014,276.89,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Cameroon,2014,499.26,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Cameroon,2014,416.47,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Cameroon,2014,316.93,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Cameroon,2014,265.9,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Cameroon,2014,250.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Cameroon,2014,275.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Cameroon,2014,154.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Cameroon,2014,271.37,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Cameroon,2014,115.61,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Cape Verde,2015,323.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Cape Verde,2015,900.58,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Cape Verde,2015,537.74,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Cape Verde,2015,414.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Cape Verde,2015,571.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Cape Verde,2015,209.22,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Cape Verde,2015,158.89,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Cape Verde,2015,245.52,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Cape Verde,2015,224.56,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Cape Verde,2015,170.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Chile,2017,918.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Chile,2017,3583.54,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Chile,2017,1984.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Chile,2017,1100.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Chile,2017,672.14,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Chile,2017,628.97,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Chile,2017,604.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Chile,2017,715.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Chile,2017,767.34,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Chile,2017,483.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
China,2016,1932.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
China,2016,5153.15,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
China,2016,5153.15,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
China,2016,2576.57,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
China,2016,1777.84,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
China,2016,1545.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
China,2016,1868.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
China,2016,1932.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
China,2016,1932.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
China,2016,901.8,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Colombia,2009,0.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Colombia,2009,1.31,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Colombia,2009,0.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Colombia,2009,0,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Colombia,2009,0.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Colombia,2009,0.31,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Colombia,2009,0.21,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Colombia,2009,0.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Colombia,2009,0,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Colombia,2009,0,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Comoros,2014,227.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Comoros,2014,297.09,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Comoros,2014,279.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Comoros,2014,203.72,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Comoros,2014,214.65,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Comoros,2014,206.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Comoros,2014,197.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Comoros,2014,242.5,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Comoros,2014,117.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Comoros,2014,179.11,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Congo  Democratic Republic of the,2012,98.68,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Congo  Democratic Republic of the,2012,153.19,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Congo  Democratic Republic of the,2012,126.53,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Congo  Democratic Republic of the,2012,78.11,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Congo  Democratic Republic of the,2012,134.61,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Congo  Democratic Republic of the,2012,85.04,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Congo  Democratic Republic of the,2012,39.33,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Congo  Democratic Republic of the,2012,103.97,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Congo  Democratic Republic of the,2012,154.05,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
